,processed_text
2374,  hope despair day meetingmyabuserincourt \n#DVSurvivor
2375,@darbyhogle red look super pretty bronzy glowy nude lip makeup look 3rd black pretty dark lip 😍
2376,@happyandbashful Flirt simper pout repeat yuck
2377,waitress recognise time mope interview haha
2379,Baaarissshhhhh + sad song =   prefect night feel
2380,7 pax enjoy gloom @clayorangecrush @f3lakemurray
2381,pessimist complain wind optimist expect change realist adjust sail William Arthur Ward\n#IGNITE
2382,American Idiot record turn today change preppy middle school heart desolate punk rock desert forever grateful
2383,guy read fanfiction like lose housemd tvshow -link bio
2384,5 blue ride cab home:\n- belly big rest body\n- not preggy\n- lose day
2385,sorry main twitter m depress
2386,Man Southampton wipe floor   west ham Sunday dishearten
2387,feel like house basic requirement literally option discourage
2388,@KatieBurnett ha fresher blue love ha nice tshirt vote Pedro
2389,@A_RockasThe U.S. add year syrian conflict arm rebel army think Iraq sink Kerry
2390,evaluation come minimally effective student test score parcc sink eval time quit teaching
2391,old person handle stuff lol leave sober
2392,@jack_haug_lifty @eable Ms btw lie Remain dry remainer tear accept lose
2393,hear girl attract man look like dad   👌
2394,@ReserveHinata tend go infection \n\nHe frown look \nIt hurt damn
2395,@mattwruff sadly constitutional right abortion constitutional right life safety net protect right
2396,week CN go to sad leave plan break go animation
2397,@blurtalert dark night bright solemn face light smile -@Totemprince believe
2398,Candice pout get preposterous week week go bit Jack Nicholson Joker GBBO
2399,@UNFCCC @uncclearn problem time take mean go date sadly
2400,miss guy sulk
2401,@defiantsagacity hermione sort thank slide plate away frown Ron continue
2402,@manutd Rooney need come absolutely dreadful 🙈 🙈 🙈 class goal @carras16 @carras16 show team
2403,Lord amp Saviour Harambe pray bless ape world.\n\nhear solemn oath pardon sympathetic hominid
2404,way ticket blue
2405,make yearly transition excited hopeful college returner sick exhausted pessimist college
2406,@lvlmleah Nooooooooooooooooooooo stupid dismal lame winter maybe dangerous ice
2407,@thezantarin maybe White mouth shut let people target speak mourn
2408,@ebled2 great tournament chair award
2409,@swp_road    dull
2410,depressed suicidal person see sing depressing life have fun relatable encouraging
2411,@knology provide customer w equipment deliver speed internet service charge unhappy scam
2412,proud understand show love think compassion     clouded way
2413,good morning lovely people go to lie wake feel pretty glum
2414,honestly come place getting discourage get to tell push
2415,@lee_family5 @usaneedstrump @HillaryClinton @realdonaldtrump man practice religion church campaignin
2416,interview preparation hate talk dull subject matter yawnoff
2417,Dad ask hungover function today little know stay sober night shit face tonight 😅
2418,hello fellow horror creepy dark stange story fan day followme followback
2419,@BonesARP disappointment '\n\nhe fake pout start chuckle
2420,dirty   self loathing attitude   mope talk
2421,wonder guy broke penis have sex
2422,@ren102e906 discourage maybe prayer divine intervention help help
2423,@ririmathew fight laugh probably ingrained issue 😂 🤗
2424,add Paul Walker Xbox spend time dashboard   humor funny
2425,untypical kinda Friday dull
2426,@dxfyinggrxvity forlorn scan witch house rest Elphie Grimmerie go
2427,need nap rn
2428,Bill Clinton grow weary good @ClintonGlobal cgi2016
2429,chink India armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive deficit\n@abhijit_iyer
2430,@urbaneprofessor roast risotto sage pine nut
2431,People want pine ridge little wound Oelrichs start think transfer wanna stay cloud decision man
2432,@LucidBurrito not literally pull office cause complain spit sink yesterday
2433,y'all tune Snapchat Beans funereal
2434,sit sat room clove watchin Manchester Unide @manutd v Norffampton fink @waynerooney goal fret iced level
2435,sober well roll Dutch u smoke nigga well pour cup 🍁 🍾
2436,@Gaychel22 @Kellee_II @seattlepi hard fact sink despair 😩
2437,@pottzgame hmu need player lan year dm need player m org
2438,@fantasygurusite know go definitely buy live Texas play DFS depress
2439,@MxJackMonroe bit start droop droop GP say mooncup blame
2440,@hutchinsondave know despair agitate cull
2441,good shorty offer amp sad niggas right face late
2442,@ryyyshh story life lose
2443,ending meet mother dreadful
2444,@fateddancer ~together Hermione   lower voice slightly sound somewhat   bitter   rueful you~
2445,easily forgive child afraid dark real tragedy life man afraid light ”–plato
2446,@Lesdoggg JK fun relax massage chill eat cucumber place frown
2447,@AMB4JC @drtonyevans job job people r sane ok life help lose find amp love eachother
2448,@Fly_Norwegian simply bad airline worstairline shock appaule dire dismal beyondajoke useless
2449,stg pine bluff morning piss damn shoe come size 4 know say 6 🙄 🙄 🙄 🙄 fml
2450,let drunk tell thing afraid sober
2451,haikuchallenge haiku\n\nthe crisp autumn air\nMy freedom purchase death\nNo mourn
2452,pretty clear stand @HillaryClinton tolerance habitual liar trump fan citizen despair
2453,need sta date m bore redheadteen boldandbeautiful lose 500aday single man date Schkeuditz
2454,Higginbotham flippant dismissal worry Carrick lack pace dismal nimble midfielder Carrick expose
2455,Marcus Roho dreadful
2456,@bietron 🤓 not sad btw good night davina sleep larh
2457,2 application dbs wait year go loose job 👍 🏿 @GOVUK   thank unhappy crb
2458,@beIIrkes Es 23/8
2459,Fibromyalgia bad lately good mental state feel overwhelmed anxiety bipolar depression
2460,@FacMagnaAmerica   CureForInsomnia left say doom amp gloom Trump Train fun
2461,honestly af win pine worried get drunk Saturday night 😂
2462,life short frown long
2463,tell chiropractor good time long time question habit unnerve doctor
2464,@realdonaldtrump negative campaign doom gloom win election
2465,dull moment talk Nell 😂 😂 😂 😂 😋
2466,@rupindxr heart actually sink looooool confused
2467,week Mondays end dishearten
2468,@bluesfestbyron second artist announcement look good bluesfest2017   Music byronbay
2469,gloomy weather put good mood
2470,@alisontis commit crime soul sober ppl know good bad
2471,dull moment
2472,@bookofkaell @quennell3 blue
2473,sulk good
2474,@theshadeshit91 \noh sorry sad important world grieve
2475,Blue Guitar stand main character sort skim read end get grim unsettling 1/2
2476,prayer family friend amp member @VCFD   mourn loss Engineer Ryan Osler lodd rip
2477,@x_kimtaehyung_x \n momentarily disappear solemnity anxiety lace feature \n\n'I run
2478,thank God warn walk sink cause lord know sick stomach want sue lbvfs
2479,Gaaaaaaaad stay London
2480,new job training= meat eat oh also- got approve drive Lyft need car day35 sober
2481,Terencecutcher Tulsa man onthe helicopter say look like bad dude problem black bad
2482,bare video online rehabilitate actually help affliction jut twitter video
2483,Mayor visit downtrodden o town brave pr stunt
2484,Payet go Jan season end blame boy b dishearten see mo
2485,extreme sadness
2486,sad man leave work little bit late bad fear oh stop police sad ourworld
2487,1pet 4:7   end thing hand ye sober watch unto prayer
2488,want win wild card play Cubs road
2489,@pxrfectpeach get little pout
2490,@CCTakato crystal portray WRONG dark atmosphere fact mamoru brainwash
2491,@wysdaily confident experience success 50yrs good hope Bournemouth
2492,positive thought gloom cloudy day
2493,@alicegoodman17 dunno get spacious lovely autumnal melancholy present apocalypse
2494,picoftheday \n     funny picoftheday lol random laugh chair despair funnypic   virgin cafe
2495,@6itmap help feel melancholic
2496,@mendiphillsaonb think swallow swift go Photo'd 3 night ago see   Autumn
2497,Marcos rojo play man unite   let sink
2498,@talesofanalfa @david_milloy \ni like thinking sadly shed 😢
2499,junior wear purple ollaf fight alarm need wake german sadness
2500,way hard discourage
2501,man pessimist 48 know optimist know little '\n mark twain
2502,@darryella chip dull Nails gone look perfect time gone grow 😂
2503,wish anxiety depression bad people fun anxiety depression
2504,@theJeremyVine Noel Edmonds reckon cat talk stress uncertainty GBBO future plot lose
2505,@SilkInSide @tommyjoeratliff pretty love sky background purple highlight dull color great
2506,Ill black man d afraid leave house move violation.\n\n#terrancecrutcher truth sad
2507,nice Balotelli good good player lose way bit
2508,2nd step beat anxiety depression realise wait action
2509,grow weary good treadline well deadline @billclinton cgi2016
2510,@VivienLloyd thank home stun happy think sink wow
2511,@AmyMek absurd laugh right feel like cry future country despair wakeupcall
2512,@arcadianluthi take feeling Kei unfairly lip form frown try walk away
2513,@pureleine lately bad depression feel like body like take little
2514,underground Waterloo nice place 8.30am Thursday somanypeople grim
2515,@vosachresrus ^'ll wobble carry sink
2516,Brad Pitt investigate child abuse get dark
2517,leed surely drop price cup tie dismal attendance night
2518,stay night long\nMade drink strong\nfeele foot tall\nrope swinge water\nin middle night
2519,mmmm coffee good book dreary day beat
2520,@shopgreenwich ldf16 shall weekend   spraypainte greenwichmarket @snub23 core246 lilylou fret amp benoakley
2521,@kcbbcxo discourage early amp overwhelming reading amp use cue card 😊 well
2522,@littlebakaa @alcohoiporn smile emoticon ya not like idea frown gt;.&lt
2523,@kelly_welle brilliant feel v dull have tattoo emoji ⚓ ️ x
2524,crooked stick delusional dim&amp dark hearte dud surprise losing&amp;prob ppl will let crime drop nwo imo
2525,@mhchat mhchat Childhood experience inform adult relationship associative memory question ability process sadness
2526,impress depress
2527,nephew see frown face tell   beautiful 😢 💞 😩
2528,@gopro UX online appalling clear save button able use generic TLD unhappy
2529,@EllenMellon_88 got mybrokenfoot run Great North Run wait run month time dark ukrunchat
2530,@tootingcommon stop laugh sad
2531,want win wild card play Cubs road   sadness
2532,@johnwildy71 confused type entire word 😜 laugh hour sadness pass
2533,depress 😭
2534,depressing shit
2535,discouraged try 5 fucking year contact Lady Gaga thousand tweet tweet
2536,@hotelplanner stay hotel   pack picnic lunch road BetterTogether @redlizzy1 @NewfieChic @ladybug_vic
2537,@ryhenmessedup goodbye despair
2538,believe far.169 day throw demon n get sober clean n start recovery.#sobriety 2
2539,sad evening clearing Harvey cage belonging final goodbye little man depress
2540,ya boy get mad tired pine tree
2541,oh goodness love rainy   day head creative cap amp lose thought kind day 💭 ☺ ️ art create biz
2542,immense importance football scary win responsible unhappy people Arsene Wenger
2543,@tvscarlkinsella garbage obviously like suck grim watch
2544,@Samkingftw ew omg grim
2545,wish appreciate turn take care want break tired lose
2546,@british_airway lose bag stillwaite home in2days dm'd info ring 9time day wheresmybag
2547,Wanna pop pill sedate wake tomorrow
2548,support network cause damage \n\n support damage tired   hurt nojustice   surivivor nomore
2549,miss social medium place laugh jump DMs lol shit depress 😞
2550,life short not shoot worry sadness grief
2551,get use have phone sad
2552,AK47 leave spine frown
2553,damn gud premiere LethalWeapon #funny
2554,like loon attic luckily quickly sink wrong pronunciation stop say stick
2555,@aerlingus business class Los Angeles Dublin destroy luggage 60 day customer response time unhappy customer
2556,@RossKemp great programme tonight sad upset extremeworld
2557,@nataliem55 sadly war factor jump start economic growth
2558,blue BOB HADDRELL amp Guests\nFri 23rd Sep 8:30pm 11:00pm blue free tunbridgewells
2559,unbelievably discourage music late incredibly complete album dig
2560,Standard Candice start pout startasyoumeantogoon GBBO
2561,pretentious dick Night Gallery fuck towel dry sink
2562,AQW stay 08 art style competition create detailed art time
2563,m put word mouth bitch add sentence shit blood
2564,failure delivery time customer pay 16 k rupee good @tiagotatamotors @tatamotor unhappy
2565,age gray gray bad eye perspective depression   healingjustice
2566,groom gloom
2567,u u use emoji
2568,difference selfie happy vs. unhappy absolutely amazing
2569,@FlakeJay ring ring depression
2570,@moneyjay901 hard tell pic mistake way say initially race U take sad ignorant
2571,find lose stay passerby lose musing melancholy
2572,@raylewis change Uncle Remus Lewis foh theydontlikeyoueither lose unwoke
2573,wow Denver housing market depress place buy range 😢 fml
2574,Cardiff amazing 10 day away 😭 depress
2575,itch RN sleep consider take like 6 Benadryl 20 min nap itch BADLY wow
2576,@chelseafc let know
2577,@jeremycorbyn @magstogether god @jeremycorbyn shilling seriously need major rethink lab gove lifetime
2578,optimism delusional pessimism delusional Alan Cohen believe
2579,sister canadian player shady Jonathan Toews frown know worldcupofhockey
2580,@theflabar foggy dark morning filter time   lighting purpose
2581,slug vitamin d pill handful like m&amp;ms eternal winter end Melbourne grim overit
2582,@comicfire thing unproductive unhappy deal video badly
2583,Jay Z Brad Pitt cheat Bey stay Angie leave cheater love lust sex couple relationship date marriage divorce
2584,brave young individual open depression anxiety help raise awareness @beyondblue
2585,lol @thefrankjlope award F bomb trophy autodealerlive @realmatkoenig
2586,11yo AfAm son advice today polite sudden movement hand sadness
2587,@rockcock64 cum despair
2588,lose wallet lol
2589,@_notoriety lol senior year early dismal work study boss know happen 🙃
2590,health insurance will cover tm let know cover ECT mentalhealth psychology depression TMS ECT
2591,grow weary good '\n\n-@billclinton
2592,return dead desire clean apartment eat garbage manage depression
2593,tone \n 1/2 favourite chris pine stan love tone mt sweet summer child attack hurt
2594,horrible pun day shall return cage dark corner cry amp laugh hysterical
2595,leave credit card Nope nope mope
2596,@attcare 2 wait 48 hour cancel order place spend 2 hour phone
2597,@HillaryClinton @thedemocrat ok 2 disgust dishearten presidential race let stop u vote matter
2598,bad news fam life hard awful depression anxiety atleastihavebuffy
2599,awareness time awareness time lose awareness time lose
2600,@markoheight @cassie_ob sound like vampire say wanna sink tooth TT lad talent 😂 😂 😂 😂 😂 😂
2601,need nap
2602,try think positive let situation discourage ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨
2603,pencil ✏ stay   end ⚫ 😞
2604,nap 3 day row unhappy rn
2605,@doubleeph sadly good day
2606,@jinath_hyder alcohol sadly flare specific circumstance need careful
2607,@Gsmsbooksrus @goodread shine good deed weary world Roald Dahl Charlie Chocolate Factory
2608,@pandaflo22 sadden strive bring good service customer CM
2609,@mendiphillsaonb think swallow swift go Photo'd 3 night ago see sad autumn
2610,@marksandspencer 50 grapefruit squash go able week unhappy
2611,@rickygervais time Slough check new station floor   lifeontheroad
2612,know love sober sober selenagomez revival
2613,@CNN yes cop ppl lose life r alive
2614,tomorrow episode despair arc shit go to happen emotionally prepare
2615,clue charger lose
2616,far away time short rest weary
2617,@netflix_me penny dreadful season 3
2618,ve substitute hood badge gun public opinion indictment Charlotte police dark sadtime america race
2619,blame speak room kick chair beneath him.\n#amwrite dark
2620,head Ibiza body sit desk work depress
2621,@knology provide customer w equipment deliver speed internet service charge   scam
2622,@VivYau doom gloom want hear lovely thing airbnb
2623,"@KhoroshiySoldat --prepared.\n\n'Not far know dull reply survivor member like said,-/"
2624,mixed emotion sadness anxietymaybe missingfriend growingupsuck lostfriend wheresthetruefriend complication
2625,amazon prime like help girl LOL
2626,wow T Mobile store San Diego note7 replacement sadness need replace
2627,fact wear bra week know start wear tomorrow depress 🙄 🙄
2628,@Hails_Berry8 @sajedhariri23 varsity pine riding
2629,@superbatlane true escape car sink
2630,switch stay person day
2631,got diagnose severe extreme depression know difference lol
2632,sulk peace 😂
2633,@tgshepherdvan sink rest
2634,@_juliasteiner like mope episode moment emotional weakness feel sorry
2635,news dishearten go result lack understanding misinformation medium sadness
2636,@Ashleyavitia leave sad
2637,panic attack bad feel sick shake sleep anxiety depression
2638,week Mondays end
2639,@sheilacustis expect woman violent amp discourage raise boy
2640,penny dreadful cleave fraction heart
2641,@msnbc @fox @cnn @realdonaldtrump @HillaryClinton fear state view get fact make statement
2642,@taylastjame happen Vegas origin s prevelant sadly
2643,absolutely believe generosity pour d Nick healthy happy lose
2644,wanna work want money
2645,Sorrow grim reminder bad video game bit trigger happy time RIP MGS3
2646,@KatHeartwell difference courting appeal woman vs deception amp pressure depress
2647,90 sausage pasta sink eat sausage tiny bit leftover pasta
2648,@lebara bad possible decision arrive UK shocking service poor coverage unhappy
2649,cloud out.\n\n consider camera 1 star trail 2 eyepiece projection
2650,@fitzstockchart Gundlach call round doom gloom 15
2651,@GCC_DiscGolf lose xt nova hole 8 9 sadness
2652,mourn creativity lose
2653,come situation glad give deep thought 💯
2654,@ynnsanity maybe ask study hard job like way dreadful
2655,want pity instructor like understanding truly try despite circumstance discourage
2656,learn use twitter lose
2657,@emotionallimine sadly mistaken think tweet isolated comment random twitter user
2658,damn gud premiere LethalWeapon #funny
2659,@lidluk buy pack medallion beef steak Got home cook steak 100 pork unhappy mother 🐮 🐷
2660,TGIF hope need find recovery friend stay sober weekend @rebostreatment @blvdcenter
2661,@_mrs_peel @lp_lisa @PaulRGoulden @lisaluscious pout star baker tho
2662,@stevesingiser @POLITICO_Steve damper mood
2663,do?'\n'You worthy know
2664,hopefully time play L1 team 1 player score take shirt amp;jump away end purely wind joyless cunt
2665,interesting photo Mono Lisa cry scene depressing ELE6200
2666,@AdamAaronovich need sulk request song know
2667,nature look lot green gloomy dayz
2668,@Uber_RSA click cupcake vehicle available sadness
2669,@UltimateBoxer heart leave long again\n\n*slight pout turn smile*\n\nheheh kid fine-
2670,notice @npr story recent day paint positive accomplishment trump challenge Hillary surprise sad
2671,@keyshamackie fuck dreadful live footy match
2672,blue bar
2673,@sandratxa @6bird4 @CajunKangaroo @justanavywife cloud passion emotion lead truth
2674,@TheCatHeSay alwayshungry sink low @thereluctantcat
2675,shaytan room wallahi dark time lamp omg shaytan
2676,@timewarparcade @tenpencearcade pedal like nutter remember sedate
2677,"236:416 dull sleep hour,\na crew patch rude mechanicals,\n#amndbot"
2678,ThankYouCGI grow weary good CGI2016
2679,@janhopis find episode Bojack incredibly funny get funny stay drama
2680,@joycecaroloate \nbreath trend despondent Mrs Clinton win glove guard punch like hell
2681,@GriffinLaneP @mediaite Left protect long lose reasoning power
2682,@kingjame @chrisbosh\n good heart lose job responsible 2 family information profile dollar tweet
2683,depressing dark early
2684,@xbfdr yeah sure depressing have talk parent phone instead talk downstairs
2685,@joaquinputoamo vas ir al de amaity affliction
2686,eat egg grim eat material embodiment fart unborn chick
2687,@daltonrapattoni sadly bed announce go thank u love
2688,feel worthless
2689,@Janet_Reid wonderful post novelist discourage rejection usually work personal
2690,love ex United manager Twitter form fanbase honestly despair time fucking team eh mufc
2691,Floofel.i wonder mother know dark humor need realize butt Apple pastel cats.cutie pie
2692,go to loooooong year Browns fan long normal
2693,@wysdaily confident experience success 50yrs good hope Bournemouth sad
2694,ffs dreadful defend
2695,@jenhasonen suppose dark gritty
2696,eat way sobriety hell journey sober
2697,@jccrocker CharlotteProtest u wait 4 fact video u hate ask question later   protest policeshooting suggestion
2698,car dented HAIL sad
2699,send pitch brand close tab relevant instantly s kind detachment create
2700,awareness time awareness time lose awareness time
2701,@marielleblaine8 @princesskeilani tell pine want
2702,u grieve legally person
2703,winter duvet ☃ ️ ❄ ️ 🌬 ☔ ️
2704,footage mix don’t discourage run room beat week
2705,watch favorite youtuber month honestly depression bad
2706,pout want adrian appear tell stop pout
2707,dream night Chris Brown create diss track Drake Rihanna call hit 😳 😳 dark
2708,alt J Hunger pine
2709,forest drama -\nfrom Forest music series 2016\n#nature dark art photography finland
2710,2 week start seriously dreadful
2711,@WestHamUtd poor service tonight find season ticket holder seat purchase online force away unhappy
2712,@DeltaAssist try 2 early flt 2day   @BWI Turnd away bcuz 2 late agent let pas silvereliteleftbehind
2713,@VaunWilmott @prisonbreak @pbwritersroom linc sink
2714,15 doe run opposite 🙁 depression
2715,house GrandDesigns forest wibbly wobbly pine plantation
2716,@CrucialBMXShop ohh silver lake come lot guy stay
2717,9/30 Howland Cultural Center BeaconNy Vickie Raabin amp Chris Raabe blue soul 8 pm   @localmotionwvkr @hiddencitiesnyc 845 831 4988
2718,shoutout drunk man bus piss bottle seat grim
2719,@fatumoriginal sitcom well u laugh Sheldon Leonard u sober real way
2720,sure Craig Gordon stay park
2721,thought pretty solid GPA kin major look average dpt program feel discouraged 😪
2722,m think m lay bed day sulk life hit hard rn
2723,@gagasklaine old sadly
2724,order vacation bathing suit thing fret
2725,@groovydadad @mhchat 🙂 ty conflate depression + sadness different q remind mhchat
2726,@m_giacchino air radio film lot fan pond wale
2727,@Gervaisoholic easy ride child cry \n'oh find find \nWe sullen misty moor
2728,despair underneath action \neach attempt pierce armour numbness -mgla
2729,@lacesuntie yea lol catchy fret
2730,tear r inappropriate day holy Lord grieve joy LORD strength Nehemiah 8:10 NIV joy
2731,add Donte moncrief dismal situation bless
2732,happiness choose point dwell dark ignore light star
2733,train pitch black outside idea travel whereami lose adventure
2734,sober say drunk teach mouth shut \n― Ernest Hemingway quote
2735,@el_tityboi bc gloomy day Tony
2736,@bts_twt people negativity fill inside m happy gloomy world like u exist Namjoon
2737,people leave toilet fuck grim state
2738,new lock sound grim
2739,honestly upset reward Nicole 500k depress paulwasrobbe rewardhardwork bitterjury bb18
2740,@writerlytweet supine piano lip part sixwordstory amwrite blue singer
2741,nasty nasty chilly rain damper afternoon cigar   good thing @cspanwj CongressCritters tomorrow
2742,want perfect boring dull
2743,November canola lose $ 5.50 $ 464.20 tonne
2744,step forward step backward link rogerfederershop doesn´t work 😰 lose hope Roger Federer new Website sadness
2745,grave beat bravehearte cave lover cage lover sage lover soup twist spoony melancholy spike spice
2746,insensitive grieve idgi
2747,week awful connectivity @TMobile service 4 g m pay unhappy poorservice
2748,lose geelong football team \nlast see enter banner sure unhappy playwithsomeheart
2749,3 idk start feel depress sad lonely
2750,head think well obviously relapse sadness sickness madness misunderstand
2751,anybody know watch penny dreadful ☹ ️️
2752,go Pet supply plus tonight @neitzkeamara work feel lose confuse
2753,@cpt_srogers_\n'well way accept go change mope
2754,bear Twitter savvy 😝 real life Facebook person help gain follower 🤓 blog selfhelp
2755,Hope instinct reasoning human mind kill animal know despair
2756,@nianticlab example catch gloom yield 6 oddish candy catch vileplume yield 9
2757,lose neighborhood use gps phone find way lose googlemap blondmoment
2758,@WestermannNina xDD song weary
2759,Americans feel borderline despair look situation control
2760,hate sober pop
2761,@RossKemp great programme tonight   upset extremeworld
2762,got pay vacuum rat poop dull day biology department
2763,way cool die young way young die sober tunechi
2764,@itriborg feel vigorous fine kill say Hestia display despair joyful
2765,see t shirt phrase mind dangerous place like buy Italy sell sadness
2766,U know u ur mind u find clean stove kitchen   3   pensive
2767,@Damn_It_Dillon @SamUndomiel course happy hentai sad gloomy
2768,Romero fuck dreadful like seriously 11 month old well
2769,get bitch depress
2770,mourn Kid Cudi cause Travis Scott
2771,sad man leave work little bit late bad fear oh stop police   ourworld
2772,Fellaini play ahead guy let sink
2773,Fucking gutte dishearten amp piss go 1 tough resolute defence bad amp shambolic SCFC stohul
2774,@Cigna bow moment sulk go @UCSF opinion guy study Oligodendroglioma ✌ ️&amp ❤ ️ amp 🍩
2775,regret thing temper time regret thing inconsolable Sydney J. Harris
2776,grow weary good last legacy @billclinton @ClintonGlobal CGI2016 thankfulmoment @projectthankful
2777,@eehbahmum want plummet depth despair
2778,Niggas murking murky water try swim
2779,free live music DC tonight   blue MoonshineSociety @thehamiltondc Loft start 10:30pm @freeindcblog @wtopfreebie
2780,strong amp courageous terrify discourage LORD God
2781,@cotsonika @NHL unhappy way play   right @fmjacob
2782,September battle situation say handle March year @att unacceptable unhappy
2783,voice Miley Alicia year long contestant sad @thevoice
2784,dark
2785,lose
2786,smokey dad sad
2787,discourage slow sale market test business model pinpoint strength weakness @Ken_Dunn
2788,people talk Halloween \nYou'll dark music it\n#gothic bloody halloweenhorrornight
2789,hijack argument argument ban discourage display St George Cross Shame @lbc
2790,m kind confused   thing right great future hand new thing   needhelp
2791,Patti sad stamp run sofa plenty love affection usual
2792,@courtneymee 3 day sober wanna ruin
2793,@coalese 😂 😂 😂 sure half star break affair let porn vid slip fight ect etc rating sad 😂
2794,lose 244 day snapchat streak
2795,kudo TC bench Bruce help team ride pine game win discussion met
2796,think british political landscape desolate look foam wasteland think ok
2797,@hannah_2401 hannah stop mournful chill 💁
2798,sober time shit face
2799,John Locke tell lose アニメ
2800,Leopard change spot lose
2801,have holiday blue WantToGoBackToMinehead
2802,transparency openness dull sell fan group want verb like buying defend building securing
2803,rapper stay true game rich
2804,try lose break right
2805,cross apple tree pine tree 🍎 🌲 \nnothing cross pollinate deciduous coniferous tree
2806,go home depress
2807,@thatsabingo grim
2808,ff @elizanealsrock Love amp support Eliza Neals rock blue music friend 😎 🎸
2809,time friend lose laptop mourn ask laptop charger extra battery
2810,long day thank goodness Bake brighten weary Wednesday ☺ GBBO
2811,@khloe_speak sad music
2812,@ActualFlatticus @veggie64_leslie @mtracey pessimist think therapy fix wrong Anthony Weiner
2813,@cburt43 turn frown upside
2814,Mary Berry Mel Sue go principle @PaulHollywood   go fame fortune GBBO   depress
2815,condolence   JC Georges family
2816,snore TL Boredom sink
2817,@ThatWhiteSoxFan @tbtrill sad White Sox play record
2818,conflicting report mama RitaMarley health mannn wake today feel like mi ole self(rejoice!!)now dis sadness
2819,Corbyn lose walk cry Corbyn supporter whisper\n\n'don't mourn Organise'\n\nAnd laugh laugh
2820,September battle situation say handle March year @att unacceptable
2821,Worst Place Head '\n\n quote worstenemy   thinktoomuch
2822,@laureeenwillam cope wi sour face tiny pout 😡 😡
2823,Worst Place head '\n\n#quote worstenemy depression thinktoomuch
2824,not stop finish deject luckily bathroom stall wait pant dry
2825,@DinoHyogi Hakyeon take attention happily perch Wonshik shoulder sulk Jaehwan accidentally cause tiny explosion
2826,moment day start plaster smile face depression
2827,@hannahfjames distraught 😭 Candice pout piss
2828,@tehshockwave turn grumpy frown upside down\n\nyou impossible today
2829,peoplelikemebecause unknown reason try discourage
2830,literally guy successful guy tell ship sail kay guy work sub sink
2831,unhappy life lmao
2832,ep despair arc happy go future arc upset
2833,depression suck
2834,@british_airway come BA6426 @ortambo_int 6 passenger break bag new suitcase unhappy customer
2835,bear Twitter savvy 😝 real life Facebook person help gain follower 🤓 blog selfhelp depression
2836,@emorottie true sonicsatam bit dark Aosth like super goofy Looney toonie degree
2837,@RevTrevK @wolfman93011 @daraidernation @EROCKhd 2k number madden low drop people unhappy
2838,rejoice birth grieve funeral person involve Mark Twain
2839,@crimsonwulfe super sad especially talk real person bot make feel real
2840,life word depress
2841,fret cool human follow instantly cool Bot
2842,soul weary fight battle world BlackInAmerica wearenotsafe
2843,@Groupon_UK contact shocking experience Clear Sky Holidays book guy customerservicefail dreadful
2844,let MrRobot binge begin nerdshow compelling dark
2845,wait Yang guess need sleep Kittens feeling kinda deject right offline
2846,winter duvet ☃ ️ ❄ ️ 🌬 ☔ ️
2847,Hennessey dreadful Mutch pitch fryer depth unfortunately cpfc
2848,@gop ahead poll amp trumps dismal performance upcoming debate easy win Hillary
2849,@KatelynKolsrud thank mucho kate 💕 sober
2850,weather get fuck like sunny hot gloomy cold
2851,grieve black body pop pig brutality
2852,condolence   JC Georges family sad
2853,currently unfollowe relate disneyworld Florida holidayblue depress wantogoback 😭 💔
2854,oh depression happy think try thousand time help
2855,@mhchat think sadness feel strongly physically mentally   feel like take hard focus work MHChat
2856,literally eat creamy pesto pasta top grill chicken sun dry tomato asparagus pine nut single day life
2857,@moneyjay901 hard tell pic mistake way say initially race U take   ignorant
2858,plot step cut minivan tomorrow drop line preschoolpolitic momthing
2859,@londonmidland dobetter carriage 14:49 Birmingham Hereford room stand anymore Friday commute unhappy
2860,God love spring dat sink estate d paltry bribe single apple n proud ancestry? ❤ ️ 🗿
2861,sleep cooties.\ni close eye dream awake weary sleepissue narcolepsy
2862,day lose
2863,@SimonSSSJ123 @EllieG10853 @onision @eugenia_cooney sure hell help depression
2864,ff \n\n@The_Family_X \n\n#soul blue amp rock band\n\n#music heart\n\nwith soul amp passion \n\nxx 🎶 xX
2865,history repeat GAA culture dare think ok discourage irish person attend match final
2866,solemn thing small scandal Kingdom God child starve seat Father table -AW Tozer
2867,Ill black man d afraid leave house move violation.\n\n TerranceCrutcher truth
2868,Liam distant make mourn 😪
2869,gloomy ass day
2870,@m_giacchino air radio film lot fan pond wale lose
2871,wanna smile wanna frown
2872,@iJuvia \n\nheare noise Akame open eye sit face Juvia expect staid
2873,@DeltaAssist try 2 early flt 2day   @BWI Turnd away bcuz 2 late agent let pas silvereliteleftbehind unhappy
